index,country,province
127088,Argentina,Mendoza Province
127089,Chile,Curicó Valley
127090,US,New York
127091,France,Burgundy
127092,Chile,Colchagua Valley
127093,France,Provence
127094,France,Alsace
127095,Italy,Southern Italy
127096,Chile,Aconcagua Valley
127097,Italy,Tuscany
127098,France,Languedoc-Roussillon
127099,Austria,Burgenland
127100,France,Burgundy
127101,France,Rhône Valley
127102,Argentina,Mendoza Province
127103,Argentina,Mendoza Province
127104,US,New York
127105,US,California
127106,Austria,Niederösterreich
127107,Chile,Rapel Valley
127108,France,Burgundy
127109,US,California
127110,Italy,Piedmont
127111,Italy,Piedmont
127112,Italy,Piedmont
127113,New Zealand,Nelson
127114,US,Washington
127115,Australia,South Australia
127116,Australia,South Australia
127117,US,California
127118,Italy,Piedmont
127119,South Africa,Western Cape
127120,US,Washington
127121,Chile,Maipo Valley
127122,US,California
127123,US,Washington
127124,US,California
127125,Italy,Piedmont
127126,US,California
127127,US,California
127128,Australia,South Australia
127129,Australia,South Australia
127130,US,Washington
127131,US,California
127132,US,Washington
127133,Italy,Piedmont
127134,US,California
127135,South Africa,Paarl
127136,US,California
127137,New Zealand,Marlborough
127138,Italy,Piedmont
127139,Italy,Piedmont
127140,US,California
127141,US,California
127142,US,California
127143,US,Washington
127144,New Zealand,Nelson
127145,US,California
127146,France,Loire Valley
127147,France,Loire Valley
127148,Chile,Curicó Valley
127149,US,California
127150,US,Washington
127151,Chile,Curicó Valley
127152,US,California
127153,Chile,Central Valley
127154,Italy,Tuscany
127155,US,Washington
127156,Australia,South Australia
127157,Chile,Leyda Valley
127158,Chile,Rio Claro
127159,France,Burgundy
127160,US,California
127161,France,Burgundy
127162,US,California
127163,Italy,Tuscany
127164,US,Washington
127165,New Zealand,Central Otago
127166,US,California
127167,US,California
127168,France,Loire Valley
127169,US,California
127170,US,California
127171,US,California
127172,US,New York
127173,Spain,Catalonia
127174,Spain,Northern Spain
127175,Portugal,Lisboa
127176,France,Bordeaux
127177,US,California
127178,France,Southwest France
127179,US,New York
127180,US,New York
127181,US,California
127182,Portugal,Lisboa
127183,US,California
127184,US,California
127185,Spain,Northern Spain
127186,Portugal,Alentejano
127187,US,California
127188,US,New York
127189,Italy,Tuscany
127190,New Zealand,Marlborough
127191,New Zealand,Nelson
127192,US,New York
127193,US,New York
127194,US,California
127195,US,New Mexico
127196,US,New York
127197,Spain,Catalonia
127198,US,California
127199,US,California
127200,US,Washington
127201,US,California
127202,South Africa,Swartland
127203,US,California
127204,Italy,Sicily & Sardinia
127205,Italy,Central Italy
127206,US,California
127207,Italy,Central Italy
127208,US,California
127209,Chile,Central Valley
127210,US,California
127211,South Africa,Walker Bay
127212,New Zealand,Marlborough
127213,US,California
127214,Italy,Central Italy
127215,Chile,Casablanca Valley
127216,US,California
127217,South Africa,Coastal Region
127218,Italy,Central Italy
127219,Italy,Sicily & Sardinia
127220,Italy,Central Italy
127221,US,California
127222,US,California
127223,South Africa,Coastal Region
127224,Italy,Central Italy
127225,Chile,Colchagua Valley
127226,Italy,Central Italy
127227,France,Loire Valley
127228,France,Loire Valley
127229,France,Loire Valley
127230,US,Kentucky
127231,US,California
127232,US,California
127233,US,New Mexico
127234,US,New Mexico
127235,US,Texas
127236,US,New York
127237,Chile,Central Valley
127238,Chile,Colchagua Valley
127239,US,California
127240,US,California
127241,US,Michigan
127242,Chile,Central Valley
127243,US,California
127244,US,California
127245,US,New York
127246,France,Languedoc-Roussillon
127247,US,Michigan
127248,US,Virginia
127249,Argentina,Mendoza Province
127250,US,Virginia
127251,US,Kentucky
127252,US,Ohio
127253,Argentina,Mendoza Province
127254,Argentina,Mendoza Province
127255,US,Virginia
127256,Argentina,Mendoza Province
127257,Argentina,Mendoza Province
127258,Chile,Maipo Valley
127259,France,Languedoc-Roussillon
127260,Argentina,Mendoza Province
127261,Italy,Piedmont
127262,US,California
127263,US,California
127264,Italy,Piedmont
127265,US,California
127266,US,California
127267,Spain,Northern Spain
127268,US,California
127269,US,California
127270,Italy,Piedmont
127271,US,New York
127272,US,California
127273,Argentina,Mendoza Province
127274,Australia,Victoria
127275,Argentina,Mendoza Province
127276,US,New York
127277,Spain,Northern Spain
127278,US,California
127279,Spain,Northern Spain
127280,US,California
127281,US,California
127282,US,California
127283,US,California
127284,US,New York
127285,Argentina,Mendoza Province
127286,Italy,Piedmont
127287,Italy,Piedmont
127288,US,California
127289,Italy,Piedmont
127290,Italy,Northeastern Italy
127291,US,California
127292,Italy,Northeastern Italy
127293,Italy,Central Italy
127294,Australia,South Australia
127295,Italy,Northeastern Italy
127296,New Zealand,Marlborough
127297,Chile,Cachapoal Valley
127298,US,California
127299,France,Burgundy
127300,US,California
127301,US,Washington
127302,US,Washington
127303,US,California
127304,New Zealand,Marlborough
127305,Chile,Limarí Valley
127306,Argentina,Mendoza Province
127307,US,California
127308,Argentina,Mendoza Province
127309,US,California
127310,Chile,Maipo Valley
127311,Chile,Maipo Valley
127312,Hungary,Hungary
127313,Argentina,Mendoza Province
127314,Chile,Maule Valley
127315,US,California
127316,Hungary,Villány
127317,Italy,Central Italy
127318,Chile,Colchagua Valley
127319,US,Washington
127320,US,California
127321,US,California
127322,US,California
127323,US,California
127324,US,California
127325,US,California
127326,Chile,Casablanca Valley
127327,US,California
127328,Chile,Casablanca Valley
127329,US,California
127330,US,California
127331,US,California
127332,US,California
127333,US,California
127334,Chile,Maipo Valley
127335,US,California
127336,US,California
127337,US,California
127338,Australia,Australia Other
127339,Moldova,Cahul
127340,US,California
127341,Argentina,Mendoza Province
127342,Australia,Western Australia
127343,US,California
127344,Lebanon,Bekaa Valley
127345,US,California
127346,US,California
127347,US,California
127348,Italy,Tuscany
127349,Chile,Colchagua Valley
127350,US,California
127351,Australia,Australia Other
127352,Greece,Nemea
127353,US,California
127354,US,California
127355,Australia,Australia Other
127356,Argentina,Mendoza Province
127357,Italy,Veneto
127358,US,California
127359,US,California
127360,Australia,South Australia
127361,Italy,Veneto
127362,Italy,Veneto
127363,Australia,Australia Other
127364,US,California
127365,Italy,Veneto
127366,US,Washington
127367,US,California
127368,Greece,Nemea
127369,Moldova,Cahul
127370,Argentina,Mendoza Province
127371,US,California
127372,US,Washington
127373,Greece,Peloponnese
127374,Italy,Veneto
127375,Italy,Veneto
127376,Italy,Veneto
127377,Italy,Veneto
127378,Spain,Northern Spain
127379,Spain,Central Spain
127380,Italy,Tuscany
127381,Austria,Burgenland
127382,Italy,Southern Italy
127383,Argentina,Mendoza Province
127384,US,California
127385,Chile,Maipo Valley
127386,Chile,Rapel Valley
127387,US,California
127388,France,Burgundy
127389,France,Burgundy
127390,US,Pennsylvania
127391,Argentina,Mendoza Province
127392,France,Burgundy
127393,Austria,Burgenland
127394,France,Languedoc-Roussillon
127395,Italy,Southern Italy
127396,New Zealand,Hawke's Bay
127397,New Zealand,Gisborne
127398,Chile,Colchagua Valley
127399,Chile,Maipo Valley
127400,New Zealand,New Zealand
127401,Chile,Lolol Valley
127402,France,Languedoc-Roussillon
127403,US,New York
127404,Italy,Southern Italy
127405,Australia,South Australia
127406,France,Burgundy
127407,Austria,Niederösterreich
127408,Chile,Colchagua Valley
127409,US,California
127410,Italy,Piedmont
127411,Italy,Piedmont
127412,Italy,Piedmont
127413,Italy,Piedmont
127414,Italy,Piedmont
127415,Italy,Piedmont
127416,Italy,Piedmont
127417,US,California
127418,US,California
127419,Chile,Maule Valley
127420,Italy,Piedmont
127421,Chile,Maule Valley
127422,US,California
127423,US,California
127424,Italy,Piedmont
127425,US,California
127426,New Zealand,Marlborough
127427,France,Southwest France
127428,US,California
127429,US,California
127430,Italy,Piedmont
127431,US,California
127432,Australia,South Australia
127433,US,California
127434,France,Southwest France
127435,France,Southwest France
127436,France,Provence
127437,Italy,Piedmont
127438,Chile,Casablanca Valley
127439,Israel,Upper Galilee
127440,France,Languedoc-Roussillon
127441,US,Oregon
127442,Spain,Northern Spain
127443,France,Languedoc-Roussillon
127444,France,Bordeaux
127445,US,New York
127446,France,Bordeaux
127447,Australia,Australia Other
127448,US,California
127449,Spain,Catalonia
127450,US,New York
127451,US,New Mexico
127452,US,California
127453,Italy,Tuscany
127454,US,Colorado
127455,New Zealand,Marlborough
127456,Italy,Tuscany
127457,US,California
127458,Spain,Catalonia
127459,Italy,Tuscany
127460,US,California
127461,US,California
127462,Portugal,Alentejano
127463,US,California
127464,Portugal,Lisboa
127465,US,California
127466,US,California
127467,Italy,Tuscany
127468,Portugal,Alentejano
127469,Italy,Tuscany
127470,US,New York
127471,US,New York
127472,US,Pennsylvania
127473,France,Languedoc-Roussillon
127474,US,California
127475,US,California
127476,US,New York
127477,US,Pennsylvania
127478,Argentina,Mendoza Province
127479,Argentina,Mendoza Province
127480,US,California
127481,US,Colorado
127482,US,California
127483,Argentina,Mendoza Province
127484,Argentina,Mendoza Province
127485,US,California
127486,US,Missouri
127487,US,Missouri
127488,Argentina,Mendoza Province
127489,US,California
127490,Australia,Victoria
127491,Australia,South Australia
127492,US,California
127493,US,California
127494,Germany,Mosel-Saar-Ruwer
127495,US,California
127496,US,California
127497,US,California
127498,Germany,Mosel-Saar-Ruwer
127499,US,California
127500,South Africa,Swartland
127501,US,California
127502,South Africa,Coastal Region
127503,South Africa,Coastal Region
127504,US,California
127505,Italy,Central Italy
127506,Italy,Central Italy
127507,US,Washington
127508,Italy,Sicily & Sardinia
127509,Italy,Central Italy
127510,Italy,Central Italy
127511,US,California
127512,New Zealand,Marlborough
127513,South Africa,Coastal Region
127514,Italy,Sicily & Sardinia
127515,US,Washington
127516,Italy,Central Italy
127517,Italy,Central Italy
127518,New Zealand,Gisborne
127519,US,California
127520,South Africa,Western Cape
127521,US,California
127522,South Africa,Stellenbosch
127523,Italy,Central Italy
127524,US,Washington
127525,Chile,Casablanca Valley
127526,US,California
127527,New Zealand,Marlborough
127528,Italy,Central Italy
127529,Italy,Central Italy
127530,Chile,Colchagua Valley
127531,France,Loire Valley
127532,France,Loire Valley
127533,US,California
127534,South Africa,Western Cape
127535,Chile,Limarí Valley
127536,US,California
127537,US,California
127538,Chile,Casablanca Valley
127539,Italy,Tuscany
127540,New Zealand,Moutere
127541,US,California
127542,US,California
127543,US,California
127544,US,California
127545,Chile,Casablanca Valley
127546,US,California
127547,US,California
127548,US,California
127549,France,Loire Valley
127550,US,California
127551,US,Washington
127552,US,California
127553,US,California
127554,US,Washington
127555,South Africa,Stellenbosch
127556,US,California
127557,US,California
127558,Australia,Victoria
127559,Chile,Colchagua Valley
127560,US,California
127561,US,California
127562,US,California
127563,US,New York
127564,US,California
127565,Australia,South Australia
127566,US,California
127567,US,California
127568,US,California
127569,Spain,Northern Spain
127570,Italy,Piedmont
127571,Spain,Northern Spain
127572,Australia,South Australia
127573,Italy,Piedmont
127574,Australia,South Australia
127575,Italy,Piedmont
127576,US,California
127577,Argentina,Mendoza Province
127578,Spain,Northern Spain
127579,Spain,Northern Spain
127580,US,California
127581,Argentina,Other
127582,US,Virginia
127583,US,California
127584,US,California
127585,US,New York
127586,Argentina,Mendoza Province
127587,US,California
127588,France,Southwest France
127589,US,Ohio
127590,US,California
127591,US,California
127592,Italy,Southern Italy
127593,Chile,Curicó Valley
127594,Chile,Maipo Valley
127595,Argentina,Mendoza Province
127596,Italy,Tuscany
127597,US,California
127598,Argentina,Mendoza Province
127599,US,California
127600,US,California
127601,Chile,Casablanca Valley
127602,US,California
127603,Chile,Chile
127604,US,California
127605,US,California
127606,Chile,Central Valley
127607,US,California
127608,US,California
127609,US,California
127610,US,California
127611,Italy,Piedmont
127612,US,Oregon
127613,Italy,Piedmont
127614,Australia,South Australia
127615,Spain,Catalonia
127616,US,California
127617,US,California
127618,France,Alsace
127619,Italy,Piedmont
127620,Chile,Limarí Valley
127621,New Zealand,East Coast
127622,Chile,Rapel Valley
127623,US,California
127624,Argentina,Mendoza Province
127625,US,California
127626,Australia,South Australia
127627,Italy,Central Italy
127628,Argentina,Mendoza Province
127629,US,California
127630,US,California
127631,US,Washington
127632,US,Washington
127633,New Zealand,Hawke's Bay
127634,Australia,South Australia
127635,US,California
127636,New Zealand,Marlborough
127637,Chile,Colchagua Valley
127638,US,California
127639,US,California
127640,Chile,Rio Claro
127641,US,Washington
127642,US,California
127643,US,Washington
127644,New Zealand,Marlborough
127645,US,California
127646,Italy,Northeastern Italy
127647,Australia,Australia Other
127648,Italy,Northeastern Italy
127649,US,California
127650,US,California
127651,US,Washington
127652,Australia,New South Wales
127653,Italy,Veneto
127654,US,Washington
127655,Argentina,Mendoza Province
127656,Italy,Veneto
127657,Austria,Niederösterreich
127658,Spain,Northern Spain
127659,Bulgaria,Bulgaria
127660,US,Washington
127661,US,California
127662,Italy,Veneto
127663,Austria,Niederösterreich
127664,Italy,Veneto
127665,Croatia,Kutjevo
127666,US,California
127667,Italy,Veneto
127668,Austria,Burgenland
127669,Italy,Veneto
127670,US,California
